,periodIndex,arrivalEvent,requestStartWaiting,requestType,requestWaitingTime,totalInQueue,requestProcessed,totalTimeInSystem,requestCancelled,nextPeriodOptimalServers,CurrentPeriodNumberOfServers,periodReward,nextPeriodReward
198,198,46358,46358,0.6657103412571724,0.5002434773185447,6.920121661849088,46351,2.165281620953272,0.0,26.0,24,39151.0,43530.0
199,199,51344,51344,0.6668744157058274,0.7028125155127131,10.540744780305392,51336,2.3696307454108663,2.0,30.0,26,43530.0,50401.0
200,200,59405,59405,0.6654153690766771,0.7113179827961725,12.268933591448532,59401,2.377248738463744,0.0,32.0,30,50401.0,53593.0
201,201,63197,63197,0.6685443929300442,0.6890989114214121,12.637846733231008,63196,2.357192151996822,1.0,31.0,32,53593.0,52633.0
202,202,61960,61960,0.6660426081342802,0.8346625512374716,14.932666236281472,61945,2.500851442849247,4.0,33.0,31,52633.0,55775.0
203,203,65665,65665,0.6663976243051855,0.7556764555354798,14.300738597426331,65675,2.423373813325251,0.0,32.0,33,55775.0,54486.0
204,204,64098,64098,0.666027021123904,0.8346337496543275,15.420044307154669,64089,2.5009597512575747,1.0,33.0,32,54486.0,55007.0
205,205,64917,64917,0.6661737295315556,0.6334187160148597,11.926275089729964,64907,2.2997365907780845,0.0,32.0,33,55007.0,53154.0
206,206,62730,62730,0.6639725809022796,0.582344008489486,10.63328550932568,62754,2.2467051542516296,0.0,31.0,32,53154.0,51594.0
207,207,60896,60896,0.6669239358906989,0.6187130924391527,10.957287834997372,60900,2.2856055383648504,2.0,31.0,31,51594.0,51845.0
208,208,61159,61159,0.6658709266011543,0.6489239955374977,11.538448960905182,61145,2.3143071560608712,0.0,29.0,31,51845.0,48940.0
209,209,57642,57642,0.6636653828805384,0.7495243287375289,12.540508656882135,57646,2.413414905043734,2.0,31.0,29,48940.0,52816.0
210,210,62110,62110,0.665448398003542,0.8940362829796965,15.990774432458542,62125,2.5600249986256767,3.0,32.0,31,52816.0,54472.0
211,211,64101,64101,0.6649350244145957,0.8342488476983732,15.400602174693065,64072,2.5001038845546244,0.0,33.0,32,54472.0,56619.0
212,212,66539,66539,0.6664963404920423,0.9232266030616156,17.6267151595305,66537,2.589408911559591,6.0,33.0,33,56619.0,56139.0
213,213,66027,66027,0.6666969573053447,0.8070213402682014,15.315749617580687,66051,2.473714135082964,4.0,29.0,33,56139.0,49262.0
214,214,57972,57972,0.6638032153453391,0.8341257411737593,14.000776236803974,57971,2.4972097962066577,3.0,28.0,29,49262.0,46169.0
215,215,54562,54562,0.667864081228694,0.5739893951384794,9.193852864631062,54569,2.24160966729529,0.0,22.0,28,46169.0,35770.0
216,216,42363,42363,0.6717418501994665,0.5370611542307195,6.811746099190331,42370,2.208435505090644,0.0,19.0,22,35770.0,31719.0
217,217,37415,37415,0.6705064813577443,0.7420823257148635,8.249953227315247,37425,2.4121983411399346,2.0,17.0,19,31719.0,26772.0
218,218,31886,31886,0.6709214075142695,0.3949138655370434,3.9131593802922913,31872,2.06557075769912,0.0,16.0,17,26772.0,26376.0
219,219,31165,31165,0.6667415369805872,0.6663392234217771,6.288496711054068,31176,2.331934366085025,0.0,19.0,16,26376.0,30013.0
220,220,35712,35712,0.6619903673835126,0.3829054822069977,4.226310483870968,35713,2.0454672982062925,0.0,22.0,19,30013.0,35351.0
221,221,41952,41952,0.6656416857360793,0.4510187155032628,5.715412852784135,41951,2.117236709391924,0.0,26.0,22,35351.0,43576.0
222,222,51392,51392,0.6654537671232876,0.7127099354549632,10.722427615193029,51376,2.3772320064199866,0.0,30.0,26,43576.0,51186.0
223,223,60213,60213,0.6677461677710793,0.8934455013833561,15.502449637121552,60198,2.560432056637439,4.0,32.0,30,51186.0,54986.0
224,224,64605,64605,0.6631839640894668,0.947765629595797,17.564600263137528,64610,2.611834453253113,8.0,35.0,32,54986.0,59123.0
225,225,69638,69638,0.6671931991154255,0.7451595740596715,14.944929492518453,69629,2.411474642847034,2.0,35.0,35,59123.0,59711.0
226,226,70229,70229,0.6663628985177064,0.8417555161375465,16.961967278474702,70235,2.5084860181799185,8.0,37.0,35,59711.0,61869.0
227,227,72971,72971,0.666908771977909,0.6484249963982975,13.650299434021736,72981,2.316230515296634,4.0,36.0,37,61869.0,61496.0
228,228,72332,72332,0.6720538627440137,0.8938541008666366,18.525189404412984,72311,2.565525592425208,5.0,36.0,36,61496.0,60998.0
229,229,71787,71787,0.6682268377282795,0.7747595536616234,15.957666429854989,71798,2.443782155012515,0.0,35.0,36,60998.0,58486.0
230,230,68994,68994,0.6649128909760269,0.6546525002985638,13.07919529234426,68986,2.3196722725022867,0.0,34.0,35,58486.0,56741.0
231,231,66928,66928,0.6657901027970357,0.6351165825996924,12.333313411427206,66941,2.3023188074185863,0.0,33.0,34,56741.0,55395.0
232,232,65289,65289,0.6682136347623643,0.7037499262690795,13.286311629830449,65295,2.3719759486511305,0.0,33.0,33,55395.0,56295.0
233,233,66235,66235,0.6675171736997056,0.9123939751357204,17.35291009285121,66204,2.579231633711023,3.0,34.0,33,56295.0,58043.0
234,234,68236,68236,0.6667887918400844,0.8677434417089516,16.97631748637083,68246,2.53456934082313,1.0,36.0,34,58043.0,60075.0
235,235,70879,70879,0.6694084284484826,0.6432155747692795,13.201879259018892,70875,2.311739476467466,0.0,37.0,36,60075.0,62422.0
236,236,73526,73526,0.6665805293365612,0.7383810586818175,15.648682098849386,73528,2.4056167312906536,2.0,36.0,37,62422.0,59761.0
237,237,70547,70547,0.6664493174762924,0.5756031886613121,11.782641359660936,70561,2.242170196973431,0.0,31.0,36,59761.0,52387.0
238,238,61695,61695,0.6663911175946187,0.7770261668839743,13.872388362103898,61702,2.443681108100473,5.0,29.0,31,52387.0,49535.0
239,239,58258,58258,0.6663977479487796,0.9058666101902384,15.207593806859144,58250,2.572475953953904,5.0,19.0,29,49535.0,31242.0
240,240,36927,36927,0.6640669428873183,0.5824789288515759,6.437701410891759,36942,2.245045009348372,0.0,17.0,19,31242.0,27004.0
241,241,32095,32095,0.6678921950459573,0.4417913218203611,4.378470166692631,32104,2.111309920876023,0.0,16.0,17,27004.0,25305.0
242,242,30107,30107,0.6631348191450493,0.4196050917209329,3.946756568239944,30105,2.0818338880031626,0.0,15.0,16,25305.0,22986.0
243,243,27479,27479,0.6646166163251938,0.3122346458490573,2.7570872302485534,27486,1.9776116315254968,0.0,15.0,15,22986.0,23650.0
244,244,28163,28163,0.6681106416219863,0.4159113174920368,3.679792635727728,28150,2.082258666592355,0.0,20.0,15,23650.0,32166.0
245,245,38154,38154,0.6677150495360906,0.4721702549266421,5.473738009120931,38166,2.139504401050819,0.0,24.0,20,32166.0,40962.0
246,246,48182,48182,0.6662031464032211,0.875614724180361,12.275227263293344,48171,2.540723142939606,3.0,27.0,24,40962.0,45481.0
247,247,53615,53615,0.6625011657185489,0.7298207008884556,11.40484938916348,53599,2.392409214392496,6.0,30.0,27,45481.0,50093.0
248,248,59085,59085,0.6677329271388678,0.6790664901305542,11.651502073284252,59093,2.3472872607128608,0.0,32.0,30,50093.0,53253.0
249,249,62862,62862,0.6664757723266839,0.6300856626845215,11.52476854061277,62859,2.297140354262778,2.0,33.0,32,53253.0,55749.0
250,250,65658,65658,0.665798531785921,0.7272622489728895,13.80116665143623,65652,2.391631073838425,1.0,34.0,33,55749.0,57292.0
251,251,67526,67526,0.666691348517608,0.7266072357409084,14.173947812694369,67507,2.393802506671166,5.0,33.0,34,57292.0,56011.0
252,252,65892,65892,0.6676227766648455,0.8086928993525219,15.317261579554422,65923,2.476868893412264,4.0,32.0,33,56011.0,54351.0
253,253,63983,63983,0.6669584108278761,0.8117679399214315,14.967022490349,63966,2.477804464991913,5.0,32.0,32,54351.0,53495.0
254,254,63098,63098,0.663887920377825,0.6341737468459899,11.62875209990808,63095,2.298197039172277,0.0,31.0,32,53495.0,52411.0
255,255,61707,61707,0.6684816957557489,0.7663426414976434,13.688058080930851,61717,2.435137686096482,2.0,31.0,31,52411.0,51721.0
256,256,61018,61018,0.6650988232980432,0.6313417212471475,11.212281621816514,61021,2.2975546621362213,0.0,30.0,31,51721.0,51080.0
257,257,60106,60106,0.6654410541376901,0.8211417864820769,14.237996206701494,60092,2.4856324349899093,4.0,30.0,30,51080.0,51091.0
258,258,60103,60103,0.6683526612648287,0.8944905008578161,15.523451408415552,60115,2.562998866880988,8.0,32.0,30,51091.0,54425.0
259,259,64026,64026,0.6674319807578172,0.8385727136302114,15.450504482553962,64028,2.5059662786250936,1.0,34.0,32,54425.0,57256.0
260,260,67476,67476,0.6700160056909124,0.7271220564888965,14.169363921987078,67462,2.3975929105700744,2.0,33.0,34,57256.0,55892.0
261,261,65790,65790,0.6702994376044992,0.7977326845212788,15.104301565587477,65798,2.4685421776872865,2.0,30.0,33,55892.0,50774.0
262,262,59777,59777,0.668785653344932,0.7924414018157403,13.689345400404838,59780,2.461000940826023,2.0,26.0,30,50774.0,43880.0
263,263,51680,51680,0.666389318885449,0.7678615814519596,11.578250773993808,51689,2.434733235975016,3.0,25.0,26,43880.0,41131.0
264,264,48632,48632,0.6694563250534628,0.5795773676195118,8.325053462740582,48631,2.249215525814487,0.0,20.0,25,41131.0,33519.0
265,265,39517,39517,0.669559936229977,0.7712907558486796,8.990712857757421,39525,2.441174260153486,2.0,17.0,20,33519.0,27609.0
266,266,32707,32707,0.665270431406121,0.5439664026419898,5.422172623597395,32709,2.208669743511808,0.0,18.0,17,27609.0,29883.0
267,267,35273,35273,0.6677912284183369,0.6752612826709822,7.124769653842883,35283,2.3415013841789007,0.0,18.0,18,29883.0,30181.0
268,268,35596,35596,0.665215192718283,0.7539407942193448,7.975362400269693,35584,2.4190876769552783,1.0,22.0,18,30181.0,37226.0
269,269,43834,43834,0.6675868047634257,0.8384211813098965,10.740338549984031,43829,2.5064578982322265,1.0,28.0,22,37226.0,47602.0
270,270,56051,56051,0.6677668551854561,0.8777734281242775,14.281243867192378,56029,2.544837482901364,9.0,33.0,28,47602.0,55064.0
271,271,64957,64957,0.6690733870098681,0.6398777374721538,12.04655387410133,64967,2.308541111710287,1.0,36.0,33,55064.0,60717.0
272,272,71516,71516,0.6667039543598635,0.7075955926947529,14.573899546954529,71523,2.374251320582849,2.0,38.0,36,60717.0,64242.0
273,273,75655,75655,0.6673451853810058,0.7546718936401806,16.406331372678608,75642,2.4220653908383847,0.0,39.0,38,64242.0,65316.0
274,274,77029,77029,0.6682548131223306,0.6577937224775845,14.59702190084254,77022,2.3263470872669365,2.0,40.0,39,65316.0,68181.0
275,275,80184,80184,0.6665170108749875,0.8558673714023858,19.636947520702385,80199,2.5222079346662443,6.0,39.0,40,68181.0,66468.0
276,276,78187,78187,0.6654303145024109,0.8179362058823126,18.30960389834627,78177,2.4827271306924663,3.0,39.0,39,66468.0,65725.0
277,277,77446,77446,0.6658575007101722,0.6976135902186601,15.55328874312424,77437,2.3620018144159447,4.0,38.0,39,65725.0,63594.0
278,278,74986,74986,0.6658842984023684,0.6481677864915579,14.043061371456004,75000,2.3149024722442526,2.0,36.0,38,63594.0,62008.0
279,279,72832,72832,0.6627581282952548,0.9490297511998416,19.76017409929701,72814,2.6106890101251468,2.0,37.0,36,62008.0,62459.0
280,280,73565,73565,0.6661048052742473,0.7428548730454371,15.705947121593148,73583,2.409496784752019,8.0,36.0,37,62459.0,61043.0
281,281,71849,71849,0.6645882336566967,0.7695869793563452,15.903756489303955,71849,2.433432825145684,2.0,37.0,36,61043.0,62226.0
282,282,73338,73338,0.668343832665194,0.7038025599567896,14.874130737134909,73332,2.372667882563195,2.0,38.0,37,62226.0,64501.0
283,283,75891,75891,0.6619757283472348,0.7574081669528796,16.500494129738705,75907,2.41928281317782,2.0,40.0,38,64501.0,68676.0
284,284,80722,80722,0.6626198558013925,0.911382844862654,21.01268551324298,80703,2.57450460803495,9.0,39.0,40,68676.0,65989.0
285,285,77687,77687,0.6690565989161635,0.7407692701402028,16.505129558355968,77695,2.4089449955093816,2.0,34.0,39,65989.0,58083.0
286,286,68325,68325,0.6659641419685327,0.911396133709639,17.89729967069155,68307,2.578057214447872,8.0,33.0,34,58083.0,55527.0
287,287,65402,65402,0.6664016390936057,0.731071772004219,13.830509770343417,65430,2.3983519703404563,1.0,25.0,33,55527.0,41875.0
288,288,49373,49373,0.6643307070666153,0.6782404713232565,9.797865229984,49381,2.3419754866990536,2.0,22.0,25,41875.0,36253.0
289,289,42848,42848,0.6639749813293503,0.5836283651702217,7.446905339805825,42853,2.2462947295869355,0.0,20.0,22,36253.0,31948.0
290,290,37950,37950,0.6704874835309618,0.4478073725194343,5.170065876152833,37948,2.118265134350131,0.0,19.0,20,31948.0,31342.0
291,291,37033,37033,0.6656225528582616,0.6439263862911635,7.134258634191127,37042,2.31061480409362,0.0,20.0,19,31342.0,32864.0
292,292,38875,38875,0.6697363344051447,0.6052663701590738,7.04668810289389,38864,2.274884681114808,0.0,24.0,20,32864.0,40538.0
293,293,47751,47751,0.664488701807292,0.7866835572685116,10.980649619903248,47744,2.450715505396352,2.0,31.0,24,40538.0,51891.0
294,294,61201,61201,0.6619663077400696,0.6567552272382414,11.704089802454208,61194,2.31950257096374,1.0,36.0,31,51891.0,60624.0
295,295,71420,71420,0.667026043125175,0.721299134078509,14.845757490898908,71427,2.387995176703282,1.0,39.0,36,60624.0,66022.0
296,296,77737,77737,0.6656032519906866,0.7176423671732935,15.998314830775564,77722,2.3821841161805377,0.0,41.0,39,66022.0,70114.0
297,297,82425,82425,0.6663876251137397,0.8826154819202747,20.793387928419776,82423,2.549495764804416,3.0,42.0,41,70114.0,71573.0
298,298,84211,84211,0.6664212513804609,0.8333711500924036,20.07637957036492,84212,2.499272769207165,13.0,43.0,42,71573.0,73569.0
299,299,86472,86472,0.6650013877324452,0.8505920199291465,20.98037515033768,86472,2.5149994736302825,1.0,42.0,43,73569.0,71413.0
300,300,84040,84040,0.6666587339362209,0.8143188595952189,19.556496906235125,84040,2.481651982807453,9.0,42.0,42,71413.0,70976.0
301,301,83581,83581,0.6661681482633612,0.7146917435164477,17.156985439274475,83576,2.381728344808767,0.0,41.0,42,70976.0,70280.0
302,302,82603,82603,0.6645763471060373,0.919478539188438,21.659007542098955,82598,2.5841990400494304,6.0,40.0,41,70280.0,67033.0
303,303,79028,79028,0.6697752695247254,0.6707561837019257,15.274662145062509,79039,2.3400148726364605,2.0,39.0,40,67033.0,65916.0
304,304,77619,77619,0.670261147399477,0.7397959103363418,16.475759801079633,77625,2.4095461546956574,3.0,39.0,39,65916.0,66117.0
305,305,77851,77851,0.6677627776136466,0.7732451928438382,17.307895852333303,77832,2.4401264487068506,5.0,40.0,39,66117.0,68127.0
306,306,80153,80153,0.6645665165371227,0.8048772740618318,18.513917133482217,80139,2.469080842945577,4.0,42.0,40,68127.0,71310.0
307,307,83902,83902,0.671330838359038,0.8375653114511938,20.089521107959285,83913,2.5098401812354694,1.0,43.0,42,71310.0,74485.0
308,308,87428,87428,0.6689504506565402,1.0728621865227308,26.683877018804044,87424,2.741388854995598,13.0,43.0,43,74485.0,72137.0
309,309,85038,85038,0.6683012300383357,0.67245332391784,16.44100284578659,85043,2.340349660119222,2.0,37.0,43,72137.0,63880.0
310,310,74988,74988,0.6650130687576679,1.020832098639084,21.869499119859174,75004,2.6857557283185,8.0,36.0,37,63880.0,60453.0
311,311,71268,71268,0.666582477409216,0.6778451277851729,13.9578632766459,71259,2.3449062257851674,2.0,27.0,36,60453.0,44335.0
312,312,52421,52421,0.6696743671429389,0.5556578293192922,8.583487533622021,52435,2.2264865378858576,0.0,22.0,27,44335.0,35292.0
313,313,41871,41871,0.6666666666666666,0.4303618219615631,5.444340951971531,41892,2.0960452889813426,0.0,19.0,22,35292.0,31008.0
314,314,36718,36718,0.6653957187210633,0.5662182343377455,6.274933275232856,36708,2.2304272148333526,0.0,19.0,19,31008.0,31321.0
315,315,37011,37011,0.6692604901245576,0.6552972032048624,7.272351463078544,37021,2.324999297179032,0.0,20.0,19,31321.0,33077.0
316,316,39083,39083,0.6693959010311389,0.6629478093581956,7.690197784202851,39077,2.334495305162037,0.0,25.0,20,33077.0,41243.0
317,317,48738,48738,0.6681439533833969,0.6011699306562377,8.649493208584678,48743,2.2703466210448293,0.0,32.0,25,41243.0,53291.0
318,318,62910,62910,0.6701319345096169,0.6449443449855237,11.787887458273724,62891,2.3154714404023515,0.0,35.0,32,53291.0,59413.0
319,319,69931,69931,0.667171926613376,0.8190379307854413,16.510059916203115,69919,2.4860160931666644,2.0,38.0,35,59413.0,64873.0
320,320,76280,76280,0.6694546407970634,0.8578467788248575,18.72603565810173,76291,2.527711651288937,6.0,40.0,38,64873.0,68543.0
321,321,80578,80578,0.667043113504927,0.8913830092129336,20.515748715530293,80558,2.5589236571961145,5.0,42.0,40,68543.0,72133.0
322,322,84728,84728,0.6657893494476442,0.8712492174429722,21.02223586063639,84742,2.5368121569772293,3.0,43.0,42,72133.0,72996.0
323,323,85900,85900,0.6655180442374854,0.7648372325999895,18.800162980209542,85896,2.4301646171857807,0.0,42.0,43,72996.0,71835.0
324,324,84465,84465,0.6668916119102587,0.8726864687904788,21.05409341147221,84438,2.539131794989548,1.0,42.0,42,71835.0,70886.0
325,325,83469,83469,0.6698295175454361,0.7495849564394598,17.923660281062432,83498,2.4200703268588297,4.0,40.0,42,70886.0,68886.0
326,326,80930,80930,0.6696404300012356,1.017665069430556,23.50449771407389,80922,2.687983715944851,12.0,40.0,40,68886.0,68306.0
327,327,80306,80306,0.6681692526087715,0.8390285070555071,19.25872288496501,80309,2.5066779483963075,1.0,39.0,40,68306.0,67023.0
328,328,78707,78707,0.6671325295081759,0.9595437322756708,21.565400790272783,78729,2.6264539967114757,2.0,39.0,39,67023.0,66794.0
329,329,78524,78524,0.6648795272782844,0.8865155237339583,19.909327084712952,78512,2.551902251381696,6.0,40.0,39,66794.0,67697.0
330,330,79708,79708,0.6674235961258594,0.7411933800396748,16.930634315250664,79697,2.4082925077929955,0.0,42.0,40,67697.0,71962.0
331,331,84577,84577,0.6675573737540939,0.9238985660377498,22.27346678174917,84565,2.592046710097379,1.0,43.0,42,71962.0,73367.0
332,332,86263,86263,0.6674588178013748,0.8379939218567376,20.62379003744363,86273,2.5053590543972555,2.0,43.0,43,73367.0,72500.0
333,333,85409,85409,0.6677516420986078,0.6937748630619097,16.977859476167616,85406,2.361704686200706,2.0,38.0,43,72500.0,63461.0
334,334,74851,74851,0.6640926640926641,0.6000357399522491,12.977595489706216,74861,2.263837006823733,0.0,35.0,38,63461.0,60299.0
335,335,70851,70851,0.6696729756813595,1.0338011709405988,20.9207915202326,70835,2.7023593135497843,12.0,21.0,35,60299.0,34543.0
336,336,40800,40800,0.667328431372549,0.603980771937003,7.357598039215686,40843,2.270675198509988,0.0,16.0,21,34543.0,26477.0
337,337,31278,31278,0.6682332629963552,0.7363730530130264,6.908210243621715,31283,2.40518777126833,2.0,14.0,16,26477.0,23054.0
338,338,27250,27250,0.6657614678899083,0.6921107830898516,5.745981651376146,27254,2.359692097821229,0.0,17.0,14,23054.0,27380.0
339,339,32487,32487,0.6670976082740788,0.5141954180959365,5.112352633361037,32480,2.1829998005059617,0.0,16.0,17,27380.0,26542.0
340,340,31343,31343,0.6668793670037967,0.7112284264960865,6.696742494336854,31348,2.378450333649515,2.0,18.0,16,26542.0,29472.0
341,341,34880,34880,0.6705848623853211,0.6502227377917481,6.8243692660550455,34881,2.322053253380101,3.0,23.0,18,29472.0,38228.0
342,342,45139,45139,0.669177429717096,0.6474182940811289,8.618821861361573,45134,2.3176127020749955,2.0,28.0,23,38228.0,46360.0
343,343,54779,54779,0.6661129264864273,0.6008045013194138,9.648569707369612,54760,2.267503369846685,0.0,30.0,28,46360.0,50251.0
344,344,59243,59243,0.665715780767348,0.668622660288878,11.50784058876154,59251,2.335982566638065,0.0,32.0,30,50251.0,54824.0
345,345,64441,64441,0.6660200803836067,0.9076127835236938,16.791561273102527,64430,2.5731212081860564,2.0,33.0,32,54824.0,54993.0
346,346,64887,64887,0.6651101145067579,0.6268104251434602,11.79344090495785,64893,2.292325967131431,0.0,33.0,33,54993.0,55729.0
347,347,65631,65631,0.6682208102878213,0.8189018180148409,15.49206929652146,65629,2.488173897732049,0.0,33.0,33,55729.0,55337.0
348,348,65236,65236,0.665384143724324,0.664786647707686,12.569930713103195,65237,2.3309488012961417,0.0,33.0,33,55337.0,54731.0
349,349,64627,64627,0.6676157024153991,0.5659805495096581,10.652482708465502,64631,2.231939697923386,0.0,31.0,33,54731.0,52528.0
350,350,61850,61850,0.6647857720291027,0.7909151475708108,14.160873080032337,61834,2.4550913946078725,2.0,31.0,31,52528.0,52102.0
351,351,61385,61385,0.6682251364339823,0.7282081187184595,12.983383562759633,61402,2.3969860612282856,0.0,30.0,31,52102.0,50418.0
352,352,59439,59439,0.6675583371187268,0.688467030948059,11.877841148067766,59424,2.355510822371917,2.0,30.0,30,50418.0,50685.0
353,353,59681,59681,0.6622878302977497,0.7492232684099444,12.941388381561971,59697,2.4127038438311432,4.0,31.0,30,50685.0,52086.0
354,354,61391,61391,0.6632405401443209,0.6881522252222224,12.26684693196071,61386,2.3523483843082382,0.0,32.0,31,52086.0,53109.0
355,355,62715,62715,0.6659969704217492,0.6106819976539787,11.170198517101172,62709,2.276032119709812,0.0,34.0,32,53109.0,56272.0
356,356,66484,66484,0.6682058841224956,0.5761557834247134,11.160986101919258,66481,2.244517124995653,3.0,34.0,34,56272.0,56475.0
357,357,66668,66668,0.6638567228655426,0.5674965486821207,11.01559968800624,66675,2.231821802098934,0.0,29.0,34,56475.0,49330.0
358,358,58029,58029,0.6653397439211429,0.8397540730422235,14.080925054714022,58030,2.50574112274123,0.0,27.0,29,49330.0,45499.0
359,359,53605,53605,0.6665049902061375,0.7656167247877976,11.942897117806174,53611,2.4330228896623094,4.0,20.0,27,45499.0,32159.0
360,360,38147,38147,0.6692007235169214,0.4646723437800565,5.362387605840564,38159,2.134286571218293,0.0,17.0,20,32159.0,27893.0
361,361,32984,32984,0.6670203735144312,0.6195157529515095,6.164989085617269,32993,2.286662965423253,0.0,14.0,17,27893.0,21828.0
362,362,26027,26027,0.665001728973758,0.3896022636046042,3.2314903753794137,26028,2.054191439318813,0.0,15.0,14,21828.0,24853.0
363,363,29362,29362,0.6665758463319937,0.7333947662448675,6.518765751651795,29353,2.3990487075496194,0.0,17.0,15,24853.0,26517.0
364,364,31612,31612,0.6711691762621789,0.3658133991985201,3.6182146020498553,31617,2.0383431726471866,0.0,18.0,17,26517.0,28692.0
365,365,34100,34100,0.6658944281524927,0.4373553856228788,4.594897360703812,34092,2.1021302553914576,0.0,24.0,18,28692.0,38781.0
366,366,45993,45993,0.6631878764159763,0.4883466197150712,6.703563585763051,45981,2.154206937478559,0.0,27.0,24,38781.0,45550.0
367,367,53651,53651,0.6704255279491529,0.8058642088421398,12.532385230471007,53650,2.476290244104784,0.0,31.0,27,45550.0,51268.0
368,368,60575,60575,0.6668097399917458,0.5780509679138773,10.233297565002063,60568,2.244894509444189,0.0,32.0,31,51268.0,54542.0
369,369,64158,64158,0.6669316375198728,0.88593031155137,16.3549518376508,64151,2.552194582638616,3.0,33.0,32,54542.0,56440.0
370,370,66337,66337,0.6678927295476129,0.8734552886968454,16.638844083995355,66349,2.5409307736222977,3.0,33.0,33,56440.0,56247.0
371,371,66177,66177,0.6651555676443477,0.8352456876862485,15.864484639678436,66162,2.500720628086529,5.0,33.0,33,56247.0,54473.0
372,372,64356,64356,0.6649418857604574,0.5417947858144272,10.158384610603518,64373,2.2089474311654245,0.0,32.0,33,54473.0,54859.0
373,373,64489,64489,0.67023833521996,0.9976409248752752,18.428383135108312,64474,2.6684697486509243,5.0,32.0,32,54859.0,53666.0
374,374,63254,63254,0.6673728143674709,0.6975567564546066,12.80325354918266,63269,2.36427376545093,1.0,31.0,32,53666.0,52770.0
375,375,62080,62080,0.6677512886597938,0.8812668092185894,15.737644974226804,62076,2.5491139390922597,2.0,30.0,31,52770.0,51275.0
376,376,60275,60275,0.6654832019908752,0.8788732664018484,15.28885939444214,60284,2.544544591598424,3.0,31.0,30,51275.0,52300.0
377,377,61617,61617,0.668062385380658,0.7966943196718582,14.218429978739634,61612,2.4649137589762398,4.0,31.0,31,52300.0,52506.0
378,378,61819,61819,0.664892670538184,0.7763047104296342,13.858020996780924,61812,2.4416014400770147,2.0,32.0,31,52506.0,54596.0
379,379,64220,64220,0.6682809093740267,0.88323327489052,16.313874182497663,64208,2.549469086534608,4.0,34.0,32,54596.0,57341.0
380,380,67529,67529,0.6670023249270683,0.7107926223624652,13.825393534629567,67541,2.377293778536893,0.0,33.0,34,57341.0,54471.0
381,381,64366,64366,0.6693906720939626,0.5603199869944852,10.504225833514589,64371,2.229756262828578,0.0,29.0,33,54471.0,49605.0
382,382,58321,58321,0.668232712059121,0.9291876898038696,15.638723615850209,58317,2.5958191314733767,4.0,27.0,29,49605.0,44894.0
383,383,52996,52996,0.6621443127783229,0.6429522036136122,9.9959242206959,52994,2.3061848723059764,0.0,22.0,27,44894.0,35533.0
384,384,42110,42110,0.6654238898123961,0.4645546993387957,5.884208026597008,42133,2.1290201318912505,0.0,19.0,22,35533.0,31410.0
385,385,37117,37117,0.6647088934989358,0.6484546311130623,7.197483632836706,37110,2.3134837754532844,0.0,16.0,19,31410.0,25009.0
386,386,29801,29801,0.6596758498036979,0.375607724656407,3.529109761417402,29809,2.0360923894318725,0.0,17.0,16,25009.0,26902.0
387,387,32000,32000,0.67,0.4317719199116396,4.2738125,32002,2.101485121524864,0.0,18.0,17,26902.0,29441.0
388,388,34846,34846,0.6716122366986168,0.6062159781571151,6.382741204155427,34841,2.2773085134366053,0.0,21.0,18,29441.0,34515.0
389,389,40812,40812,0.6698275017151818,0.6159631073578975,7.486450063706753,40818,2.2859024691513,1.0,27.0,21,34515.0,44338.0
390,390,52461,52461,0.6680772383294257,0.5588429001823235,8.657669506871772,52438,2.226442812640325,0.0,30.0,27,44338.0,50510.0
391,391,59513,59513,0.667265975501151,0.7152820994514669,12.340228185438477,59510,2.3820267572829787,0.0,33.0,30,50510.0,55958.0
392,392,65861,65861,0.6626227964956499,0.7718418748655418,14.65525880262978,65858,2.435424521810557,0.0,35.0,33,55958.0,59456.0
393,393,69956,69956,0.6673337526445194,0.8076831641776873,16.25358796958088,69956,2.4757407986647384,0.0,36.0,35,59456.0,60845.0
394,394,71648,71648,0.6694115676641358,0.74199892864025,15.28207347029924,71645,2.4120389677331664,0.0,37.0,36,60845.0,63615.0
395,395,74710,74710,0.6681033328871637,0.9496564376099836,20.26841118993441,74724,2.6173479991829107,3.0,36.0,37,63615.0,60884.0
396,396,71714,71714,0.6669966812616783,0.7344818847613516,15.174275594723484,71690,2.401147934424034,2.0,35.0,36,60884.0,59932.0
397,397,70426,70426,0.6664868088490046,0.906746194395624,18.29225002129895,70441,2.573068135745384,3.0,36.0,35,59932.0,59721.0
398,398,70531,70531,0.6653102890927394,0.5766952720975072,11.816974096496576,70521,2.242733608016485,0.0,35.0,36,59721.0,58351.0
399,399,68842,68842,0.6646233404026611,0.6202349863605688,12.368568606374016,68857,2.285785618068119,2.0,33.0,35,58351.0,56405.0
400,400,66323,66323,0.6642190491986188,0.8399285993686179,16.010539330247425,66314,2.504073956926009,3.0,33.0,33,56405.0,56748.0
401,401,66681,66681,0.6675964667596467,0.9930524195284468,18.99920517088826,66669,2.6599484927143067,7.0,34.0,33,56748.0,56915.0
402,402,67093,67093,0.6667759676866439,0.6802417910027952,13.190392440344,67115,2.348394614353965,0.0,35.0,34,56915.0,59812.0
403,403,70326,70326,0.6667377641270654,0.881836181095934,17.779157068509512,70327,2.548310689229627,5.0,37.0,35,59812.0,63214.0
