,periodIndex,totalInQueue,requestStartWaiting,arrivalEvent,requestWaitingTime,requestProcessed,totalTimeInSystem,requestCancelled,nextPeriodOptimalServers,CurrentPeriodNumberOfServers,nextPeriodReward,periodReward
233,233,8.169524662338631,65930,65930,0.351319579872473,65933,1.854780977461533,0.0,34.0,33,56966.0,56033.0
234,234,7.389595088981212,67174,67174,0.3039785599913692,67166,1.80438605659325,0.0,35.0,34,59006.0,56966.0
235,235,7.799541759053954,69510,69510,0.3170275063179391,69506,1.8142777317010608,0.0,37.0,35,62692.0,59006.0
236,236,8.542492782179167,73781,73781,0.3304365942364872,73792,1.831545369689343,0.0,36.0,37,60803.0,62692.0
237,237,8.561460572462948,71582,71582,0.3332489120908541,71603,1.8350043586063092,0.0,32.0,36,52904.0,60803.0
238,238,7.218301281501432,62525,62525,0.3039496169175368,62504,1.8057663297092643,0.0,31.0,32,51500.0,52904.0
239,239,6.8256082618589184,60783,60783,0.3005146761812743,60800,1.7986563707007563,0.0,21.0,31,34728.0,51500.0
240,240,5.694125225457356,41028,41028,0.3440596116266731,41028,1.8420476955958949,0.0,16.0,21,26250.0,34728.0
241,241,4.896160817268084,31048,31048,0.3745685110841629,31050,1.880075670134774,0.0,14.0,16,22552.0,26250.0
242,242,4.196214460440309,26750,26750,0.3469090115148909,26752,1.8543465419594152,0.0,15.0,14,23777.0,22552.0
243,243,3.934323690383112,28269,28269,0.2928394446408132,28277,1.790046429191972,0.0,14.0,15,22508.0,23777.0
244,244,3.852172820899272,26713,26713,0.3180546999896108,26708,1.8113280650774963,0.0,18.0,14,29197.0,22508.0
245,245,4.636013618862761,34603,34603,0.3099994304703382,34597,1.8104769775299845,0.0,24.0,18,40339.0,29197.0
246,246,6.214819748206076,47557,47557,0.3475223186495699,47539,1.843954867804804,0.0,27.0,24,43997.0,40339.0
247,247,5.982890425919185,52080,52080,0.2860908668714659,52097,1.7872264209416189,0.0,30.0,27,50189.0,43997.0
248,248,7.032959766114437,59213,59213,0.3228956856151871,59189,1.8244574377956864,0.0,32.0,30,54135.0,50189.0
249,249,7.961443080762609,63711,63711,0.3423777055468409,63735,1.8426033922899447,0.0,33.0,32,55102.0,54135.0
250,250,7.296844565640826,65019,65019,0.3030611939439434,65002,1.8005546596731994,0.0,33.0,33,55367.0,55102.0
251,251,7.02554347826087,65260,65260,0.2985447723273417,65267,1.7969869246742949,0.0,32.0,33,53249.0,55367.0
252,252,7.067729957805907,62851,62851,0.2998565363239437,62849,1.8002339107692331,0.0,32.0,32,55054.0,53249.0
253,253,8.611607941334288,64652,64652,0.3775895336954269,64654,1.873228426787787,0.0,32.0,32,54472.0,55054.0
254,254,8.51443923111851,64074,64074,0.3725681249204015,64075,1.8763111245183952,1.0,31.0,32,51809.0,54472.0
255,255,6.856613102595797,61113,61113,0.3062508889167735,61109,1.8050905390981933,0.0,30.0,31,50700.0,51809.0
256,256,7.483349690344851,59685,59685,0.3445227900377054,59700,1.842199149191607,0.0,30.0,30,49808.0,50700.0
257,257,6.994887970415489,58821,58821,0.3117008490865652,58808,1.810821575581418,0.0,31.0,30,50972.0,49808.0
258,258,6.092957017089591,60272,60272,0.2661413735425201,60272,1.7623440803572556,0.0,33.0,31,55468.0,50972.0
259,259,7.646510172143975,65369,65369,0.3235853381897507,65368,1.8240598401270744,0.0,33.0,33,56471.0,55468.0
260,260,8.343287298077064,66380,66380,0.3584236776675203,66371,1.859055751056017,0.0,33.0,33,56277.0,56471.0
261,261,7.975580844001897,66173,66173,0.3464356839280411,66177,1.8467487284585695,0.0,29.0,33,49440.0,56277.0
262,262,7.528165313352884,58126,58126,0.3597703322335033,58140,1.8577333409203407,0.0,27.0,29,45974.0,49440.0
263,263,7.587680355160932,54080,54080,0.3842212085657789,54074,1.8865452165638497,0.0,25.0,27,41044.0,45974.0
264,264,5.544020138904497,48533,48533,0.2925634304642472,48544,1.7946293593708065,0.0,21.0,25,34228.0,41044.0
265,265,5.158326519487599,40520,40520,0.3049430033436189,40528,1.804036457182581,0.0,17.0,21,27230.0,34228.0
266,266,4.406361649727705,32331,32331,0.3039416875206484,32330,1.8073279730253624,0.0,18.0,17,29445.0,27230.0
267,267,4.87171804534503,34847,34847,0.3313602947791921,34845,1.8273822801312216,0.0,19.0,18,31046.0,29445.0
268,268,5.010731935549902,36747,36747,0.3272097438390099,36746,1.826253547005643,0.0,23.0,19,37815.0,31046.0
269,269,5.577249289190882,44717,44717,0.3120855168412239,44715,1.8126620332535803,0.0,28.0,23,47237.0,37815.0
270,270,7.279726323370544,55647,55647,0.3539427486859735,55637,1.8511341415580636,0.0,33.0,28,55947.0,47237.0
271,271,8.292298787546457,65847,65847,0.3506997358482359,65847,1.8487642006880007,0.0,36.0,33,60393.0,55947.0
272,272,7.90526770915904,71198,71198,0.3112986617704589,71193,1.8158673405197,0.0,38.0,36,64956.0,60393.0
273,273,9.20524090424233,76360,76360,0.3502979227155682,76356,1.8494709136283884,0.0,39.0,38,65463.0,64956.0
274,274,8.355222476139266,77167,77167,0.3021049697639764,77163,1.8012099582029633,0.0,40.0,39,68463.0,65463.0
275,275,9.691158322646212,80479,80479,0.3528178673582837,80463,1.8527904902318693,0.0,40.0,40,67441.0,68463.0
276,276,9.12114923977507,79420,79420,0.3249924764947131,79441,1.8268733650507227,0.0,38.0,40,65383.0,67441.0
277,277,10.28924427565628,76768,76768,0.3883940876286273,76783,1.8899264304129972,0.0,38.0,38,64028.0,65383.0
278,278,8.42462190282098,75436,75436,0.3209249069229764,75428,1.824629050938956,0.0,36.0,38,61884.0,64028.0
279,279,9.98248123918896,72695,72695,0.3942099467242123,72684,1.8970277910401008,0.0,36.0,36,61231.0,61884.0
280,280,8.825938941357347,72025,72025,0.3472685904678474,72031,1.8483863910828715,0.0,36.0,36,61165.0,61231.0
281,281,8.584279704127368,71968,71968,0.341729895495499,71965,1.8423189855545932,0.0,37.0,36,62650.0,61165.0
282,282,8.471185652970284,73775,73775,0.3262179406227079,73750,1.8250022886033,0.0,39.0,37,65644.0,62650.0
283,283,8.050344976282881,77315,77315,0.2970953278943752,77344,1.7944960102787924,0.0,40.0,39,68522.0,65644.0
284,284,10.076391642336205,80520,80520,0.3607722654871214,80522,1.861330118966937,0.0,39.0,40,66437.0,68522.0
285,285,9.24449661718671,78149,78149,0.3436810401480795,78137,1.84390180574174,0.0,35.0,39,59110.0,66437.0
286,286,8.083563252127972,69601,69601,0.3233240252658959,69610,1.8212044052248573,0.0,32.0,35,54212.0,59110.0
287,287,8.135261947672612,63807,63807,0.3548864781458107,63812,1.8561993722597756,0.0,26.0,32,42999.0,54212.0
288,288,6.157418677859392,50796,50796,0.3076345231725235,50799,1.8096808071099333,0.0,22.0,26,35467.0,42999.0
289,289,5.197501568338652,42061,42061,0.286901599713556,42067,1.7883528882111897,0.0,20.0,22,33162.0,35467.0
290,290,5.465294677811872,39164,39164,0.3463158787865181,39162,1.8458533501437788,0.0,19.0,20,30341.0,33162.0
291,291,4.395911447295491,36032,36032,0.2747071301409601,36041,1.771682511827947,0.0,22.0,19,35610.0,30341.0
292,292,5.169366364935684,42209,42209,0.292610083371411,42210,1.796105944361854,0.0,23.0,22,37191.0,35610.0
293,293,5.396815550041357,44092,44092,0.2901565430898505,44091,1.789567385279634,0.0,31.0,23,51319.0,37191.0
294,294,6.43869488093745,60635,60635,0.2856036410767611,60619,1.78401045072635,0.0,35.0,31,59775.0,51319.0
295,295,8.689457108370215,70280,70280,0.3545837573559631,70275,1.8565713911048165,0.0,38.0,35,65438.0,59775.0
296,296,9.793592978879454,76846,76846,0.3757846945476314,76838,1.8750776208664195,0.0,41.0,38,69841.0,65438.0
297,297,9.596799304826389,82146,82146,0.3399144376469014,82141,1.8401408569362303,0.0,42.0,41,71262.0,69841.0
298,298,9.284289723532574,83853,83853,0.3218578401384981,83862,1.823608186593981,0.0,43.0,42,73347.0,71262.0
299,299,9.957943127638512,86253,86253,0.3412320471250857,86247,1.8425071624252995,0.0,42.0,43,70642.0,73347.0
300,300,8.647453889334402,83245,83245,0.2981723811597652,83242,1.795449184855434,0.0,41.0,42,69887.0,70642.0
301,301,9.549798599789009,82194,82194,0.3371097176514277,82187,1.8372515719786373,0.0,41.0,41,69085.0,69887.0
302,302,8.620631055648557,81384,81384,0.3044302673045716,81385,1.8041990509018897,0.0,40.0,41,67843.0,69085.0
303,303,9.027987204415732,79819,79819,0.3252446206330706,79843,1.825338507646613,0.0,40.0,40,67167.0,67843.0
304,304,8.615266675402962,79186,79186,0.3053200412649227,79167,1.80471073111311,0.0,39.0,40,66575.0,67167.0
305,305,9.104928056190705,78278,78278,0.3405665876570469,78275,1.837738824369108,0.0,40.0,39,66827.0,66575.0
306,306,8.125748583398233,78826,78826,0.2909853763853606,78827,1.7895739396363544,0.0,42.0,40,71860.0,66827.0
307,307,9.857957454731649,84461,84461,0.3422999001990452,84460,1.8400651058714688,0.0,43.0,42,74250.0,71860.0
308,308,10.689694432998634,87135,87135,0.3686339783235783,87150,1.869883755525177,0.0,42.0,43,71658.0,74250.0
309,309,9.222041543026709,84264,84264,0.3215457153088802,84258,1.8179502306290107,0.0,38.0,42,64353.0,71658.0
310,310,8.422714243617563,75742,75742,0.3205220641667043,75753,1.819154385032869,0.0,36.0,38,59951.0,64353.0
311,311,7.782144887638768,70751,70751,0.2995650936885574,70751,1.8008658616992896,0.0,27.0,36,45604.0,59951.0
312,312,7.654127153979558,53694,53694,0.3763353979889357,53704,1.8768331429090817,0.0,22.0,27,35356.0,45604.0
313,313,5.007549853653199,41954,41954,0.2761094501844812,41956,1.7793614663823891,0.0,20.0,22,32225.0,35356.0
314,314,4.766046511627907,38224,38224,0.294593282116864,38225,1.7995422079552457,0.0,20.0,20,33812.0,32225.0
315,315,6.353105612907972,39813,39813,0.4073159374545694,39812,1.9054208669768176,0.0,20.0,20,33060.0,33812.0
316,316,5.505922256918272,39064,39064,0.3436860023105564,39060,1.839770509155109,0.0,24.0,20,39116.0,33060.0
317,317,5.24403947273644,46318,46318,0.2777329776598395,46316,1.7799574364564843,0.0,31.0,24,52231.0,39116.0
318,318,7.333355408023046,61531,61531,0.3296712556512882,61531,1.829076693258812,0.0,36.0,31,60236.0,52231.0
319,319,7.943029678179542,71049,71049,0.3089284565251593,71036,1.8072581624863733,0.0,39.0,36,65302.0,60236.0
320,320,8.110050995229479,76996,76996,0.2943458031914948,77002,1.7921571507811396,0.0,41.0,39,70545.0,65302.0
321,321,9.990798222304738,82846,82846,0.3586371375963401,82845,1.857598889505098,0.0,42.0,41,71561.0,70545.0
322,322,9.343674030856072,84169,84169,0.3283962866710531,84161,1.8264342125004829,0.0,43.0,42,73945.0,71561.0
323,323,10.628656689926007,86851,86851,0.3606353526466248,86845,1.8584868400903003,0.0,42.0,43,71453.0,73945.0
324,324,9.773511100669564,84030,84030,0.3404820251711299,84053,1.8417391575377704,0.0,41.0,42,70959.0,71453.0
325,325,10.467349623848774,83278,83278,0.3804830602061128,83259,1.8835346681838867,0.0,41.0,41,68881.0,70959.0
326,326,8.985996067736412,81167,81167,0.3144890688474888,81181,1.815637289695196,0.0,40.0,41,67691.0,68881.0
327,327,9.032157898045131,79698,79698,0.3269754661670362,79691,1.8294799698997768,0.0,39.0,40,67061.0,67691.0
328,328,9.849399702571668,78773,78773,0.3691481101272819,78761,1.8726022830651423,0.0,39.0,39,66566.0,67061.0
329,329,9.481737327304067,78265,78265,0.3509079258748091,78266,1.8529029438953144,0.0,40.0,39,67686.0,66566.0
330,330,9.094756758815985,79672,79672,0.3233795659784698,79686,1.822835540462839,0.0,42.0,40,71359.0,67686.0
331,331,9.212563354323452,83971,83971,0.3256725552509867,83959,1.8286679933666263,0.0,44.0,42,73983.0,71359.0
332,332,9.193544957293229,87195,87195,0.3038186200325541,87183,1.8066401105876837,0.0,42.0,44,71797.0,73983.0
333,333,10.122819049390325,84386,84386,0.3487249067845605,84397,1.8468890684631256,0.0,37.0,42,63263.0,71797.0
334,334,9.273272997149576,74361,74361,0.3598316103919812,74363,1.8592616418228745,0.0,35.0,37,60091.0,63263.0
335,335,8.974288936904616,70589,70589,0.3694815026530279,70591,1.8717462452813076,0.0,20.0,35,32389.0,60091.0
336,336,4.951321681352015,38369,38369,0.3065741700218072,38389,1.8078559351554584,0.0,17.0,20,28185.0,32389.0
337,337,5.424288540556993,33269,33269,0.3888397708459916,33285,1.8898109543117456,0.0,15.0,17,23139.0,28185.0
338,338,3.6892874892694167,27651,27651,0.2626195652574698,27639,1.7612157918453533,0.0,16.0,15,26606.0,23139.0
339,339,4.94225352112676,31404,31404,0.3861096705318676,31406,1.8858299540783832,0.0,16.0,16,25667.0,26606.0
340,340,4.303369133441224,30479,30479,0.316609835249369,30467,1.8141900777305169,0.0,20.0,16,33417.0,25667.0
341,341,5.705186929041173,39406,39406,0.3700950120506592,39417,1.8702075386136336,0.0,24.0,20,39624.0,33417.0
342,342,5.9766689870433165,46824,46824,0.3226138445421669,46824,1.826416931757185,0.0,27.0,24,44876.0,39624.0
343,343,6.492064751626726,52991,52991,0.3191095796594895,52976,1.818873041653604,0.0,30.0,27,49295.0,44876.0
344,344,6.222636272030724,58290,58290,0.2785917280277099,58295,1.7765300905851669,0.0,32.0,30,53906.0,49295.0
345,345,7.893890264355882,63504,63504,0.3393017201166664,63506,1.8404282433481116,0.0,33.0,32,55472.0,53906.0
346,346,7.526841448189763,65385,65385,0.3170770499133645,65372,1.8157984280487331,0.0,34.0,33,57490.0,55472.0
347,347,8.383437967115098,67676,67676,0.3417412092662455,67690,1.8422539496642651,0.0,33.0,34,54733.0,57490.0
348,348,7.013028445439209,64642,64642,0.2901237469646191,64633,1.787615844768237,0.0,33.0,33,54772.0,54733.0
349,349,6.873495187954797,64682,64682,0.2879968558307365,64672,1.785192987944935,0.0,32.0,33,53559.0,54772.0
350,350,7.708526724943828,63139,63139,0.3246091576891244,63159,1.8250569033146955,0.0,31.0,32,51223.0,53559.0
351,351,6.619787276021022,60527,60527,0.2882716422008564,60523,1.788795786096531,0.0,31.0,31,52679.0,51223.0
352,352,7.933208439836791,61982,61982,0.357909815118118,61979,1.8588583108398935,0.0,30.0,31,51299.0,52679.0
353,353,8.259002238567318,60290,60290,0.3836723818589239,60302,1.885221436784619,1.0,31.0,30,52017.0,51299.0
354,354,7.421869726628417,61334,61334,0.3236013001074758,61317,1.8206431376122965,0.0,32.0,31,54371.0,52017.0
355,355,8.155527950310558,63961,63961,0.3549396297560415,63971,1.85152545844616,0.0,33.0,32,55006.0,54371.0
356,356,7.130966732918445,64912,64912,0.3017222503531359,64906,1.8019717504812096,0.0,33.0,33,54450.0,55006.0
357,357,6.766670636878732,64346,64346,0.2776038148403081,64350,1.7789288041377609,0.0,29.0,33,49569.0,54450.0
358,358,7.697825581008744,58270,58270,0.3730539419059179,58269,1.874002327994152,0.0,27.0,29,45148.0,49569.0
359,359,6.8762672412134735,53247,53247,0.3385206652729205,53248,1.8399214789503864,0.0,19.0,27,31564.0,45148.0
360,360,5.404242507184891,37255,37255,0.3644512502775123,37264,1.866621825531074,0.0,17.0,19,26856.0,31564.0
361,361,4.000887442685993,31950,31950,0.2740982423678821,31956,1.77562233657585,0.0,15.0,17,24068.0,26856.0
362,362,4.275258891517667,28563,28563,0.3273310181252779,28568,1.82266376676786,0.0,14.0,15,22575.0,24068.0
363,363,4.440208458608939,26783,26783,0.3584827340374031,26775,1.860010138962089,0.0,16.0,14,26079.0,22575.0
364,364,4.884992601259507,30878,30878,0.3579511834862163,30879,1.8567787371550424,0.0,19.0,16,30180.0,26079.0
365,365,4.079803540231401,35877,35877,0.2575174624392683,35880,1.7583912537911848,0.0,24.0,19,39617.0,30180.0
366,366,5.9222919758018495,46822,46822,0.3151743913019232,46817,1.81284403385432,0.0,27.0,24,44546.0,39617.0
367,367,6.356703292239576,52666,52666,0.3130910745651704,52646,1.8161982237187697,0.0,30.0,27,50017.0,44546.0
368,368,6.826450823596163,58998,58998,0.3128959419926092,59017,1.8128384991473383,0.0,31.0,30,53007.0,50017.0
369,369,8.667518310338954,62313,62313,0.3880473027293362,62307,1.886450684502291,0.0,32.0,31,54250.0,53007.0
370,370,7.94823371892077,63847,63847,0.3507993111185945,63850,1.851503616685355,0.0,33.0,32,56124.0,54250.0
371,371,8.570278444978205,66040,66040,0.3633014575820849,66024,1.8642170475081896,0.0,33.0,33,55231.0,56124.0
372,372,7.133020293434286,65124,65124,0.2994551200756107,65131,1.7977072738174622,0.0,33.0,33,54874.0,55231.0
373,373,7.288842544316997,64778,64778,0.3058529387225869,64774,1.8065068670831743,0.0,32.0,33,53904.0,54874.0
374,374,7.610753069313311,63495,63495,0.3316533640486152,63504,1.829503274369353,0.0,31.0,32,52510.0,53904.0
375,375,7.91079344683585,61820,61820,0.3540589500984469,61810,1.8551316614646909,0.0,31.0,31,51851.0,52510.0
376,376,7.2270308075466545,61146,61146,0.3180175806772541,61151,1.8159149832744057,0.0,30.0,31,50328.0,51851.0
377,377,6.8709454551896405,59329,59329,0.3124189026820171,59328,1.806318076466122,0.0,31.0,30,50938.0,50328.0
378,378,6.484992879833498,60230,60230,0.2802149897747325,60238,1.7821092213399432,0.0,33.0,31,54850.0,50938.0
379,379,7.189319752399044,64767,64767,0.297298787917488,64750,1.7987211440032147,0.0,33.0,33,56499.0,54850.0
380,380,9.037010676156584,66402,66402,0.3805273319214746,66399,1.878805199934827,0.0,33.0,33,54699.0,56499.0
381,381,6.945527818947859,64579,64579,0.2903545564486601,64599,1.790696875717551,0.0,29.0,33,47590.0,54699.0
382,382,6.022644409846081,56299,56299,0.276672442222775,56290,1.7733330781695862,0.0,27.0,29,45199.0,47590.0
383,383,6.500077387401331,53297,53297,0.3238888911045355,53299,1.823020650305428,0.0,22.0,27,35489.0,45199.0
384,384,4.937788081276421,42075,42075,0.2756164498053353,42089,1.773189462786679,0.0,18.0,22,30254.0,35489.0
385,385,5.798487065514481,35670,35670,0.4032266833211565,35657,1.9006742623079,1.0,15.0,18,23766.0,30254.0
386,386,4.306170341897633,28245,28245,0.3198017060105407,28266,1.8208562025178212,0.0,16.0,15,26038.0,23766.0
387,387,4.715079916608756,30854,30854,0.3482638770798911,30838,1.8485993523191468,0.0,17.0,16,26718.0,26038.0
388,388,3.910970095375613,31804,31804,0.2648919369591047,31818,1.7621271217177372,0.0,21.0,17,34335.0,26718.0
389,389,5.261996572407884,40644,40644,0.3159211339212884,40635,1.815696551521332,0.0,27.0,21,45411.0,34335.0
390,390,6.921815262272519,53521,53521,0.3410519450358065,53511,1.836973467408812,0.0,30.0,27,49708.0,45411.0
391,391,6.181638678723012,58719,58719,0.2819418228581007,58708,1.780125077710766,0.0,33.0,30,54892.0,49708.0
392,392,7.382791449613795,64779,64779,0.3071742687480864,64792,1.8081419739114288,0.0,35.0,33,59932.0,54892.0
393,393,9.007723437821523,70439,70439,0.3684483060339481,70432,1.86986621431104,0.0,36.0,35,60524.0,59932.0
394,394,8.35661917079933,71321,71321,0.3257707217378026,71324,1.829410304164932,0.0,37.0,36,62159.0,60524.0
395,395,8.122808254926577,73258,73258,0.310201701993029,73259,1.8115646022830691,0.0,35.0,37,59248.0,62159.0
396,396,8.131342938147313,69752,69752,0.3284501700462507,69748,1.828157419651642,0.0,36.0,35,60009.0,59248.0
397,397,7.601985289720744,70807,70807,0.2972549173142265,70809,1.7977171622749684,0.0,34.0,36,58717.0,60009.0
398,398,9.845105211299924,68915,68915,0.41152701874837,68917,1.91315782939105,0.0,33.0,34,56500.0,58717.0
399,399,8.545708588644533,66422,66422,0.3688038631275137,66400,1.8693653323236643,0.0,34.0,33,56594.0,56500.0
400,400,7.51430600489229,66770,66770,0.3050590461165208,66794,1.8074738058747648,0.0,34.0,34,56900.0,56594.0
401,401,7.087323547343244,67095,67095,0.2955054074724287,67100,1.795407194166743,0.0,34.0,34,57173.0,56900.0
402,402,7.959684725493749,67390,67390,0.3259715631693364,67373,1.8267565435857296,0.0,35.0,34,59299.0,57173.0
403,403,7.955667659217716,69805,69805,0.3273077752486952,69799,1.8271684537038144,0.0,36.0,35,61645.0,59299.0
404,404,9.591101919609716,72437,72437,0.3775637745530666,72445,1.879410121194439,0.0,36.0,36,60436.0,61645.0
405,405,7.49733812422087,71232,71232,0.2965479056739865,71236,1.796033483887766,0.0,32.0,36,54037.0,60436.0
406,406,7.584501786423184,63647,63647,0.3336009741333833,63637,1.8340144025981255,0.0,29.0,32,48943.0,54037.0
407,407,7.068869447944209,57633,57633,0.3354180524953165,57643,1.831260502052528,0.0,20.0,29,33262.0,48943.0
408,408,5.734941622206758,39241,39241,0.3666391101422464,39262,1.8691806934294315,0.0,15.0,20,24795.0,33262.0
409,409,4.834131326949384,29308,29308,0.3939895836377718,29295,1.8966280075408777,0.0,14.0,15,21350.0,24795.0
410,410,3.4496304746788358,25530,25530,0.2597083854031863,25550,1.764473540940178,0.0,15.0,14,24129.0,21350.0
411,411,4.099020293911827,28639,28639,0.3217741424634451,28629,1.820574668682976,0.0,16.0,15,26338.0,24129.0
412,412,4.86945054945055,31141,31141,0.3645034843997751,31138,1.860974872414284,0.0,19.0,16,31560.0,26338.0
413,413,5.441078644272794,37258,37258,0.3614791964938803,37260,1.8640244707734492,0.0,24.0,19,39245.0,31560.0
414,414,5.400634249471459,46453,46453,0.2874169260038006,46445,1.7861456184071027,0.0,27.0,24,44279.0,39245.0
415,415,5.9191064477915045,52380,52380,0.2872502555516835,52379,1.7855038375522698,0.0,30.0,27,50219.0,44279.0
416,416,7.175016276900879,59237,59237,0.3222841972242502,59219,1.819775665575992,0.0,32.0,30,54673.0,50219.0
417,417,8.157564239014748,64254,64254,0.3560398437826008,64273,1.8556256031132987,0.0,32.0,32,54427.0,54673.0
418,418,8.56904505612794,64042,64042,0.3697966723015032,64027,1.8671207071265363,0.0,34.0,32,57056.0,54427.0
419,419,7.685646028269958,67255,67255,0.3157951119375278,67256,1.8166499156002691,0.0,32.0,34,54353.0,57056.0
420,420,8.341749671840013,63946,63946,0.3628502820939505,63953,1.8627681046619693,0.0,33.0,32,55002.0,54353.0
421,421,6.871376098648826,64899,64899,0.2877666914235039,64902,1.786390719090425,0.0,32.0,33,53625.0,55002.0
422,422,7.444516801250326,63225,63225,0.3236371438753209,63225,1.827240205065496,0.0,32.0,32,53369.0,53625.0
423,423,7.098831940388682,62969,62969,0.3014166847438693,62969,1.799832360779056,0.0,30.0,32,50298.0,53369.0
424,424,7.059728946500773,59310,59310,0.3252839584618042,59298,1.826886941037444,0.0,31.0,30,51179.0,50298.0
425,425,6.787481493373289,60460,60460,0.2949028630206852,60479,1.7952114687557903,0.0,31.0,31,52107.0,51179.0
426,426,7.218431111849759,61416,61416,0.3240605860228362,61407,1.824867147293839,0.0,32.0,31,54492.0,52107.0
427,427,8.220927376017196,64096,64096,0.362245158992636,64092,1.8621715610604253,0.0,34.0,32,57001.0,54492.0
428,428,7.944632855060232,67205,67205,0.3236706450614713,67201,1.8244029214043391,0.0,33.0,34,54999.0,57001.0
429,429,7.290705947029719,64901,64901,0.3043689198402864,64899,1.805642058730618,0.0,29.0,33,48669.0,54999.0
430,430,7.5038377290616705,57348,57348,0.3438938166125296,57369,1.844631717939264,0.0,27.0,29,44540.0,48669.0
431,431,6.5500040554789525,52643,52643,0.3144430659858478,52640,1.8154297002398567,0.0,24.0,27,39945.0,44540.0
432,432,6.27566423803499,47156,47156,0.3460714713217966,47145,1.849325157337001,0.0,20.0,24,33608.0,39945.0
433,433,5.760819532696252,39599,39599,0.3768373485144428,39608,1.880872467533148,0.0,16.0,20,24839.0,33608.0
434,434,3.942601194426012,29629,29629,0.2706077498827247,29639,1.7726171844239949,0.0,18.0,16,28580.0,24839.0
435,435,4.233888561831215,33977,33977,0.2747439542739157,33980,1.769725108517915,0.0,20.0,18,32126.0,28580.0
436,436,4.429263886798133,38134,38134,0.2753392018382654,38126,1.7774887604832754,0.0,23.0,20,37836.0,32126.0
437,437,5.911290128072165,44734,44734,0.3253529799602415,44736,1.825930472103272,0.0,28.0,23,46819.0,37836.0
438,438,6.74855099736545,55230,55230,0.3259138036213843,55219,1.8250566205019827,0.0,33.0,28,54679.0,46819.0
439,439,6.835242762288639,64583,64583,0.2835186837893299,64579,1.7849895737465318,0.0,36.0,33,60560.0,54679.0
440,440,8.12546034507757,71371,71371,0.3168500969635382,71360,1.815811794555469,0.0,39.0,36,65128.0,60560.0
441,441,7.862664439628397,76816,76816,0.2895908211375863,76828,1.7902186354594576,0.0,39.0,39,66332.0,65128.0
442,442,8.61635276265286,78047,78047,0.3223107121943927,78032,1.8243503093172069,0.0,40.0,39,67896.0,66332.0
443,443,9.138377308376556,79887,79887,0.3270604879061922,79896,1.826314983255937,0.0,39.0,40,66937.0,67896.0
444,444,9.519207305801013,78655,78655,0.3551700821297661,78637,1.854109761926492,0.0,38.0,39,64506.0,66937.0
445,445,9.102776277127008,75884,75884,0.3397259014575233,75906,1.8393290161441416,0.0,38.0,38,64246.0,64506.0
446,446,8.432688833879709,75652,75652,0.3210683651816849,75646,1.8231577216301764,0.0,37.0,38,63157.0,64246.0
447,447,8.952635001526192,74250,74250,0.3458850099090777,74257,1.842735556281975,0.0,37.0,37,62162.0,63157.0
448,448,7.965184135977337,73272,73272,0.3055872563888143,73262,1.8042018705208591,0.0,36.0,37,61198.0,62162.0
449,449,8.339218280547975,71995,71995,0.3365458486226702,71998,1.838026535613292,0.0,38.0,36,63395.0,61198.0
450,450,7.895598786263222,74783,74783,0.2925349403080534,74795,1.7911335798755232,0.0,38.0,38,65466.0,63395.0
451,451,9.838793359027571,76879,76879,0.3760824005450262,76866,1.876196907471405,0.0,40.0,38,67270.0,65466.0
452,452,8.832821646936386,79267,79267,0.3119401170245858,79270,1.8106554276605415,0.0,39.0,40,65631.0,67270.0
453,453,8.601730214674784,77314,77314,0.3117145641632899,77331,1.8100343136069272,0.0,35.0,39,59058.0,65631.0
454,454,8.237720158704596,69571,69571,0.3283839773274702,69558,1.8259987019311676,0.0,32.0,35,53863.0,59058.0
455,455,7.503550228864412,63468,63468,0.3249409745475155,63463,1.824583823995684,0.0,27.0,32,45683.0,53863.0
456,456,7.007008126444494,53770,53770,0.3527732154302634,53783,1.8515034790330809,0.0,22.0,27,35957.0,45683.0
457,457,5.3909674449530725,42543,42543,0.3087923167326986,42557,1.8123315487147604,0.0,18.0,22,29617.0,35957.0
458,458,5.161006743737958,35023,35023,0.3515577239473736,35017,1.8505324911388192,0.0,20.0,18,31877.0,29617.0
459,459,4.324423790662134,37876,37876,0.2620898679322638,37877,1.7603926177071416,0.0,21.0,20,35061.0,31877.0
460,460,5.980222888775087,41369,41369,0.3677350237187388,41361,1.8674263224071144,0.0,23.0,21,38098.0,35061.0
461,461,5.958125553432446,44997,44997,0.3344652767755008,44998,1.8369089538070975,0.0,31.0,23,52197.0,38098.0
462,462,7.181286841012868,61517,61517,0.32210432564031,61497,1.82124952201842,0.0,35.0,31,59818.0,52197.0
463,463,8.81630082763584,70310,70310,0.3620934638047252,70318,1.8629401708654347,0.0,39.0,35,65731.0,59818.0
464,464,8.490692666428863,77429,77429,0.314057444311066,77431,1.81540043587421,0.0,41.0,39,69917.0,65731.0
465,465,9.259916896168528,82225,82225,0.3307160630632717,82220,1.82956040426122,1.0,42.0,41,72119.0,69917.0
466,466,10.32658989284448,84729,84729,0.3554756685175446,84722,1.8532256619938987,1.0,43.0,42,73400.0,72119.0
467,467,10.177370763437178,86314,86314,0.3425728510182471,86300,1.8420038295607135,0.0,42.0,43,72069.0,73400.0
468,468,9.798508498092264,84650,84650,0.3438925039371664,84669,1.8422389729692787,0.0,41.0,42,69785.0,72069.0
469,469,9.627071122122183,82083,82083,0.337194593269119,82085,1.835360069114103,0.0,41.0,41,68905.0,69785.0
